product_id	product_name	product_class	category hierarchy	product_description	product_features	rating_count	average_rating	review_count
10	trestle coffee table	Coffee & Cocktail Tables	Furniture / Living Room Furniture / Coffee Tables & End Tables / Coffee Tables / Rectangle Coffee Tables	it is an elegant french design that can be placed well in most designer aesthetics .	overallheight-toptobottom:19|overalllength-endtoend:51|countryoforigin : indonesia|basetype : trestle|topmaterial : solid + manufactured wood|weightcapacity:350|supplierintendedandapproveduse : non residential use|basecolor : white/natural|topshape : rectangular|producttype : coffee table|dssecondaryproductstyle : transitional traditional|topcolor : natural|dsprimaryproductstyle : traditional|topdesign : wood|basematerial : solid + manufactured wood|warrantylength:1 year|naturalvariationtype : live edge|overallproductweight:67|settype : |levelofassembly : none|overalldepth-fronttoback:28|numberoftablesincluded:1|integratedwirelesschargingsurface : no|storageincluded : no|shelvesincluded : no|smallesttable : no|built-inlighting : no|stool : no|outdooruse : no|folding : no|drawersincluded : no|commercialwarranty : no|firerated : no|canadaproductrestriction : no| : no|stoolsincluded : no|scratchresistant : no|mirrored : no|shelving : no|plug-in : no|extendable : no|drawers : no|californiaproposition65warningrequired : no|glossfinish : no|adultassemblyrequired : no|cabinetsincluded : no|upholstered : no|cabinets : no|stainresistant : no|traytop : no|lifttop : no|queenannelegs : no|wheelsincluded : no|carbphaseiicompliantformaldehydeemissions : yes|tscatitlevicompliantformaldehydeemissions : yes|compositewoodproductcwp : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|openbase : yes|productwarranty : yes|fullorlimitedwarranty : limited|purposefuldistressingtype : no distressing|supplierintendedandapproveduse : residential use			
11	rococo circular chaise lounge	Indoor Chaise Lounges	Furniture / Living Room Furniture / Chairs & Seating / Chaise Lounge Chairs	a rare find for a large entry , a large walking closet , or even a sitting area for a commercial boutique entry . the item is not only functional for a unique setting but will surely grab attention with its style and beauty . an example of a style of furnishings , originating in france about 1720 , evolved from baroque styling , this product is hand-carved by some of the worlds finest carvers in solid mahogany . special attention was given to the quality of the carvings and the brilliant new gold platine finishing used . the item is upholstered with an imported cream taffeta fabric , which works so beautifully with the rich finish chosen . each piece is hand-carved , one piece at a time , by some of the world 's best carvers . the special mahogany wood comes from replanted forests . the selected wood has been kiln-dried . the item in its final form is stress and pressure tested prior to finishing to insure long-lasting stability , in most all climates , a heritage brand standard . the gold platina finish series is popular for event and wedding specialists . it also offers many accompanying items to this round chair that can be considered and combined to expand a fine home interior . the chair comes fully assembled , a process of finer construction offering a more stable seating . made by hand and imported from indonesia .	dssecondaryproductstyle : classic glam|seatingcapacity:4|minimumdoorwidth-sidetoside:59|overallheight-toptobottom:39|seatheight-floortoseat:22|waterrepellant : no resiliency|supplierintendedandapproveduse : non residential use|seatdepth-fronttoback:56|legheight-toptobottom:22|overallproductweight:115|backfillmaterial : foam|cushionconstruction : foam|pattern : solid color|upholsterymaterial : silk|dsprimaryproductstyle : glam|productcare : wipe with a dry cloth|durability : mildew resistant|overallwidth-sidetoside:56|backheight-seattotopofback:21|legmaterial : wood|upholsterycolor : cream|overalllength-headtotoe:56|seatwidth-sidetoside:56|seatfillmaterial : foam|seatconstruction : mdf|framematerial : solid + manufactured wood|levelofassembly : none|foamdensity:1.9 lbs./cu . ft. and over|weightcapacity:350|warrantylength:1 year|tosspillowsincluded : no|slipcovered : no|reclining : no|scscertified : no|canadaproductrestriction : no|generalcertificateofconformitygcc : no|storageincluded : no|oeko-texcertified : no| : no|armsincluded : no|adultassemblyrequired : no|removablecushions : no|nailheadtrim : no|containsflameretardantmaterials : no|organic : no|firerated : no|gsaapproved : no|commercialwarranty : no|compositewoodproductcwp : no|productwarranty : yes|weightcapacitygreaterthan250lbs : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|tuftedcushions : yes|fullorlimitedwarranty : limited|purposefuldistressingtype : no distressing|supplierintendedandapproveduse : residential use			
12	alma boy and girl reading 2 piece statue set	Garden Statues	Outdoor / Outdoor Décor / Statues & Sculptures	the boy and girl reading set of 2 features a sweet depiction of a little girl and boy resting , and apparently , while the little girl reads , the little boy may be falling to sweet dreaming sleep . the sculptures are artist carved and hand cast in durable fiberglass-reinforced resin with a finely crushed stone outer surface , giving them an authentic hand finished darker stone look and lasting quality . the sculpture has an additional hand wash that binds into the details of the sculpture and accents the details . no assembly required . the material and finish are suitable for outdoor use . another exclusive design .	materialdetails : fiber resin|overalldepth-fronttoback:18.5|warrantylength:1 year|piecesincluded:2 statues|overallproductweight:13|theme : people|overallwidth-sidetoside:9.5|color : gray|holidayoccasion : no holiday|material : resin/plastic|supplierintendedandapproveduse : non residential use|overallheight-toptobottom:10.65|numberofstatuesincluded:2|uvresistant : no|canadaproductrestriction : no|adultassemblyrequired : no|commercialwarranty : no| : no|lighted : no|uniformpackagingandlabelingregulationsuplrcompliant : no|animaltheme : no|powered : no|handmade : yes|weatherresistant : yes|productwarranty : yes|hollow : yes|fullorlimitedwarranty : limited|purposefuldistressingtype : no distressing|supplierintendedandapproveduse : residential use|naturalvariationtype : no natural variation	2.0	1.0	2.0
13	king tufted low profile standard bed	Beds	Furniture / Bedroom Furniture / Beds & Headboards / Beds	from the best , the world has to offer comes the mystique mahogany maison royale bed king at 81 '' tall is a crowning jewel from our new mystique mahogany collection from heritage a division of and home lending richness to a simpler luxurious lifestyle . the crowning jewel of the new mystique mahogany collection from heritage a division of and home lending richness to a simpler luxurious lifestyle . the grandest of american scale from its tall curved radius headboard to its luxurious inverted radius billowing tufted footboard . the impressive hand-carved details combine with spectacular on-trend mystique finishing , further softened by rich woven linen . it is handcrafted out of hand-selected solid mahogany wood that is then tastefully finished in our new intermediate mystique grey , a neutral or achromatic color . our mystique grey finishing technique has evolved over the years and as such , is the special focus of this new collection . mystique grey is so placeable by today 's top designers because it is truly a color that is without color , a salute to a new contemporary , sophisticated lifestyle , a combination of finish and design that celebrate the beauty of fine grain of the mahogany wood and enhance the vestiges of this rich wood gloriously visible in a tone that will create solidity to your overall design . this bed works beautifully with any of our mystique mahogany grey collection offerings . hand-made beds of this nature and quality are very rare and as such , will surely become an heirloom for generations to come .	bedstorageincluded : none|overallwidthoflegs:5|headboardtype : panel|color : mystique gray|upholsteryfillmaterial : foam|numberofslatsincluded:11|upholsterydesign : partially upholstered|overallheight-toptobottom:81|framematerial : solid wood|upholsterymaterial : linen blend|overallwidth-sidetoside:87|warrantylength:1 year|clearancefromfloortoundersideofbed:8|naturalvariationtype : natural wood grain color variation|color : platina maison royal|levelofassembly : full assembly needed|supplierintendedandapproveduse : non residential use|overalllength-headtotoe:87|recommendedmattressthickness:8|dswoodtone : gray wood|headboardshape : scooped|weightcapacity:800|overallheightoflegs:7.5|overallproductweight:340|bedtype : other|baseconstruction : standard|dssecondaryproductstyle : french country|mattresssize : king|non-toxic : no|compositewoodproductcwp : no|commercialwarranty : no|canadaproductrestriction : no|trundlebed : no|canopyfabricincluded : no|murphybed : no|tvbed : no|lightedheadboard : no|boxspringincluded : no|oeko-texcertified : no| : no|mattress : no|installationrequired : no|organic : no|compatiblewithadjustablebed : no|waterbedmattressincluded : no|additionalintendeduseforchild : no|generalcertificateofconformitygcc : no|adjustableheadboard : no|built-indesk : no|mattressincluded : no|drawers : no|scscertified : no|trundlebedincluded : no|adjustablebed : no|iron : no|wood : yes|tufted : yes|legs : yes|headboard : yes|sor2016-194-textileflammabilityregulations : yes|footboard : yes|cpsc-16cfr1303compliant : yes|adultassemblyrequired : yes|nailheadtrim : yes|boxspringrequired : yes|footboardincluded : yes|textilelabellingandadvertisingregulationscrcc1551 : yes|productwarranty : yes|upholstered : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|headboardincluded : yes|fullorlimitedwarranty : limited|purposefuldistressingtype : no distressing|supplierintendedandapproveduse : residential use			
14	peacock special patina	Garden Statues	Outdoor / Outdoor Décor / Statues & Sculptures	the spectacular 6 foot tall , peacock special patina sculpture measures 34 inches wide x 28 inches deep x 71 inches tall . it is a beautiful depiction of this glorious winged beauty , using special enamel polychrome finishing . the finish is hand applied by skilled artists and really captures the magical beauty and vibrant colors of this royal bird . peacocks have been favored in design for centuries dating from their place in the royal courts of india to tiffany 's usage through the art nouveau movement and popular today , created exclusively for the timeless creations collections is 100 percent lost wax cast bronze . this item is both decorative as well as a collectible . quality pieces of this nature last forever and are sure to become cherished family heirlooms . hand cast and hand finished in thailand by skilled foundry artists . no assembly required .	materialdetails : bronze|weatherresistantdetails : all products used outside naturally wear depending on conditions and may require maintenance|holidayoccasion : no holiday|animaltype : bird|color : green/ivory/blue|overalldepth-fronttoback:28|theme : animal|overallwidth-sidetoside:34|birdtype : peacock|overallheight-toptobottom:71|overallproductweight:134|supplierintendedandapproveduse : non residential use|warrantylength:1 year|numberofstatuesincluded:1| : no|powered : no|adultassemblyrequired : no|commercialwarranty : no|canadaproductrestriction : no|lighted : no|animaltheme : yes|weatherresistant : yes|productwarranty : yes|uvresistant : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|hollow : yes|handmade : yes|material : metal|fullorlimitedwarranty : limited|purposefuldistressingtype : no distressing|supplierintendedandapproveduse : residential use|naturalvariationtype : no natural variation			
15	gatlin tufted armless chaise lounge	Indoor Chaise Lounges	Furniture / Living Room Furniture / Chairs & Seating / Chaise Lounge Chairs	the chaise is the newest addition to the sofa . the chaise has a perfect shape for relaxed lounging . chaise lounges have been increasingly used to replace chairs in living rooms and as lounging sofas in offices and bedrooms . the cushions are very comfortable with embedded spring coil construction . a durable and breathable bonded leather tested to 30,000 rub count almost double that of conventional leather and bonded leathers .	legheight-toptobottom:2.5|seatconstruction : coil spring|seatwidth-sidetoside:51|legmaterial : wood|productcare : wipe with a dry cloth|supplierintendedandapproveduse : non residential use|weightcapacity:350|foamdensity:1.8 lbs./cu . ft.|overalllength-headtotoe:68|upholsterymaterialdetails : micro leather|legcolor : brown|warrantylength:1 year|backheight-seattotopofback:25.5|levelofassembly : none|waterrepellant : no resiliency|cushionconstruction : foam|overallproductweight:88|pattern : solid color|overallwidth-sidetoside:32|backfillmaterial : foam|seatdepth-fronttoback:32|upholsterycolor : brown|minimumdoorwidth-sidetoside:70|overallheight-toptobottom:35.25|dssecondaryproductstyle : american traditional|seatfillmaterial : foam|framecolor : brown|seatheight-floortoseat:19|framematerial : solid + manufactured wood|dsprimaryproductstyle : traditional|upholsterymaterial : leather match|seatingcapacity:1|tosspillowsincluded : no|firerated : no|reclining : no| : no|compositewoodproductcwp : no|scscertified : no|customproduct : no|armsincluded : no|organic : no|oeko-texcertified : no|removablecushions : no|slipcovered : no|canadaproductrestriction : no|containsflameretardantmaterials : no|adultassemblyrequired : no|generalcertificateofconformitygcc : no|treatment : no|commercialwarranty : no|storageincluded : no|cushionticking : no|tuftedcushions : yes|nailheadtrim : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|weightcapacitygreaterthan250lbs : yes|productwarranty : yes|fullorlimitedwarranty : limited|purposefuldistressingtype : no distressing|supplierintendedandapproveduse : residential use			
16	floral on wood tone 6 '' h x 94 '' w x 1 3/4 '' d crown	Molding & Millwork	Home Improvement / Flooring, Walls & Ceiling / Flooring Installation & Accessories / Molding & Millwork / Wall Molding & Millwork	masterpiece molding is a very special innovative , exclusive product that enables homeowners to apply beautifully finished molding right out of the box . crown moldings are designed to cap a wall where the ceiling and wall meet , creating a finished crowning effect to the room . the fact that it comes prefinished out of the box the homeowner can install at any time with no fair of mess or damage to any existing room decor . it can be easily nailed to the wall with simple finishing nails in which the nails can virtually be hidden by locating the nails into the design elements of the molding and gently nailing or glued . masterpiece molding is an innovative solution that will add value and beauty to your home or project , and prior to its creation , the idea of adding such beautifully finished molding would have required many professionals and a very expensive and messy installation . also available for this molding is the matching chair rail , which can be combined with a crown for a bigger look or used as designed as a middle decorative separation running typically waste high around the room .	warrantylength:1 year|color : gold/black|overallwidth-sidetoside:94|producttype : crown|overalldepth-fronttoback:1.75|overallproductweight:5|color : gray/silver|hardwarefinish : gray/silver|hardwarefinish : silver/black|hardwarefinish : gold/black|material : fiber glass|color : french white|moldinguse : wall|color : silver/black|supplierintendedandapproveduse : non residential use|hardwarefinish : french white|overallheight-toptobottom:6|material : wood|projectionfromwall:1.75|canadaproductrestriction : no|commercialwarranty : no|adultassemblyrequired : no|nfpa253orastme648compliant : no|compositewoodproductcwp : no|sampleavailable : no| : no|uniformpackagingandlabelingregulationsuplrcompliant : yes|productwarranty : yes|installationrequired : yes|fullorlimitedwarranty : limited|supplierintendedandapproveduse : residential use	2.0	5.0	2.0
17	6 '' h x 94 '' w x 1/4 '' d chair rail	Molding & Millwork	Home Improvement / Flooring, Walls & Ceiling / Flooring Installation & Accessories / Molding & Millwork / Wall Molding & Millwork	masterpiece molding is a very special innovative , exclusive product that enables homeowners to apply beautifully finished molding right out of the box . crown moldings are designed to cap a wall where the ceiling and wall meet , creating a finished crowning effect to the room . the fact that it comes prefinished out of the box the homeowner can install at any time with no fair of mess or damage to any existing room decor . it can be easily nailed to the wall with simple finishing nails in which the nails can virtually be hidden by locating the nails into the design elements of the molding and gently nailing or glued . masterpiece molding is an innovative solution that will add value and beauty to your home or project , and prior to its creation , the idea of adding such beautifully finished molding would have required many professionals and a very expensive and messy installation . also available for this molding is the matching chair rail , which can be combined with a crown for a bigger look or used as designed as a middle decorative separation running typically waste high around the room .	material : fiber glass|overalldepth-fronttoback:0.25|supplierintendedandapproveduse : non residential use|material : wood|overallwidth-sidetoside:94|producttype : chair rail|projectionfromwall:0.25|color : gold/brown|color : french white|color : silver/black|warrantylength:1 year|overallproductweight:5|overallheight-toptobottom:6|color : gray/silver|moldinguse : wall|compositewoodproductcwp : no|commercialwarranty : no|canadaproductrestriction : no|adultassemblyrequired : no|nfpa253orastme648compliant : no| : no|sampleavailable : no|installationrequired : yes|productwarranty : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|fullorlimitedwarranty : limited|supplierintendedandapproveduse : residential use	3.0	4.5	2.0
18	hermoine 5 piece log rack set	Log Storage	Storage & Organization / Garage & Outdoor Storage & Organization / Natural Material Storage / Log Storage	red barrel studio® fireplace log rack with 4 tools indoor outdoor firewood holders lumber storage stacking black wrought iron logs bin holder for fireplace tool .	roofstyle : flat|piecesincluded:1 log rack with 4 tools : tongs , poker , broom , and shovel|supplierintendedandapproveduse : non residential use|overallwidth-sidetoside:14.1|roofstyle : steep slope|roofstyle : pent|dsprimaryproductstyle : traditional|producttype : log rack|roofstyle : saltbox|dsmetallic : iron|color : black|roofstyle : barn/gambrel|dssecondaryproductstyle : transitional traditional|levelofassembly : none|overalldepth-fronttoback:30.7|warrantylength:6 months|roofstyle : dome|doorstyle : double door|materialdetails : iron|roofstyle : gable|overallheight-toptobottom:11.5|overallproductweight:30.14|commercialwarranty : no|adultassemblyrequired : no|compositewoodproductcwp : no|canadaproductrestriction : no|foundationrequired : no|foundation : no|floorincluded : no|lockincluded : no|shelving : no|fireresistant : yes|powdercoatedfinish : yes|productwarranty : yes|outdooruse : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|material : metal|fullorlimitedwarranty : limited|purposefuldistressingtype : no distressing|supplierintendedandapproveduse : residential use|naturalvariationtype : no natural variation	24.0	4.5	17.0
19	hermond firewood 5 piece log rack set	Log Storage	Storage & Organization / Garage & Outdoor Storage & Organization / Natural Material Storage / Log Storage	red barrel studio® 3ftx30.7in large wide firewood rack fireplace tool rack indoor outdoor kindling holder heavy duty wood storage log rack holder stacker stand tools stove accessories black without cover	levelofassembly : partial assembly|supplierintendedandapproveduse : non residential use|warrantylength:6 months|materialdetails : steel|dsprimaryproductstyle : traditional|overallheight-toptobottom:30.7|roofstyle : saltbox|overallproductweight:26.4|roofstyle : flat|roofstyle : pent|producttype : log rack|overallwidth-sidetoside:12.9|color : black|doorstyle : double door|dssecondaryproductstyle : transitional traditional|overalldepth-fronttoback:30.9|roofstyle : barn/gambrel|piecesincluded:1 log rack with 4 tools : shovel , brush , grabber , and poker|roofstyle : gable|roofstyle : dome|approximatewidth-sidetoside:3|roofstyle : steep slope|approximatedepth-fronttoback:1|foundationrequired : no|foundation : no|floorincluded : no|canadaproductrestriction : no|commercialwarranty : no|shelving : no|compositewoodproductcwp : no|lockincluded : no|outdooruse : yes|productwarranty : yes|rustresistant : yes|adultassemblyrequired : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|powdercoatedfinish : yes|fireresistant : yes|material : metal|fullorlimitedwarranty : limited|purposefuldistressingtype : no distressing|supplierintendedandapproveduse : residential use|naturalvariationtype : no natural variation	18.0	4.5	12.0
20	jenks firewood log rack	Log Storage	Storage & Organization / Garage & Outdoor Storage & Organization / Natural Material Storage / Log Storage	arlmont & co. 2pack firewood bracket log rack outdoor wood storage fireplace lumber pile holder stacker kit diy heavy duty steel fire pit accessory adjustable to any length and height screw included black .	color : black|supplierintendedandapproveduse : non residential use|roofstyle : saltbox|overalldepth-fronttoback:13|overallheight-toptobottom:6.5|producttype : log rack|materialdetails : steel|dsmetallic : steel|roofstyle : barn/gambrel|warrantylength:6 months|overallwidth-sidetoside:3|roofstyle : gable|roofstyle : pent|doorstyle : double door|roofstyle : flat|piecesincluded:2 log racks|levelofassembly : partial assembly|roofstyle : dome|overallproductweight:11.88|roofstyle : steep slope| : no|foundation : no|canadaproductrestriction : no|lockincluded : no|floorincluded : no|shelving : no|commercialwarranty : no|compositewoodproductcwp : no|foundationrequired : no|adultassemblyrequired : yes|productwarranty : yes|fireresistant : yes|outdooruse : yes|rustresistant : yes|powdercoatedfinish : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|material : metal|fullorlimitedwarranty : limited|purposefuldistressingtype : no distressing|supplierintendedandapproveduse : residential use|naturalvariationtype : no natural variation	6.0	4.5	6.0
